#INST  CMOD   FORCE   
4.050000E-01          1.594819E+00              7.448829E+03 
4.060000E-01          1.598925E+00              7.434567E+03 
4.070000E-01          1.603030E+00              7.420645E+03 
4.080000E-01          1.607134E+00              7.406619E+03 
4.090000E-01          1.611241E+00              7.392259E+03 
4.100000E-01          1.615347E+00              7.377945E+03 
4.110000E-01          1.619451E+00              7.364297E+03 
4.120000E-01          1.623559E+00              7.349769E+03 
4.130000E-01          1.627665E+00              7.335570E+03 
4.140000E-01          1.631769E+00              7.321927E+03 
4.150000E-01          1.635875E+00              7.307751E+03 
4.160000E-01          1.639982E+00              7.293503E+03 
4.170000E-01          1.644088E+00              7.279462E+03 
4.180000E-01          1.648193E+00              7.265651E+03 
4.190000E-01          1.652301E+00              7.251276E+03 
4.200000E-01          1.656408E+00              7.236927E+03 
4.210000E-01          1.660512E+00              7.223413E+03 
4.220000E-01          1.664620E+00              7.209097E+03 
4.230000E-01          1.668727E+00              7.195024E+03 
4.240000E-01          1.672832E+00              7.181291E+03 
4.250000E-01          1.676938E+00              7.167423E+03 
4.260000E-01          1.681046E+00              7.153220E+03 
4.270000E-01          1.685154E+00              7.139057E+03 
4.280000E-01          1.689258E+00              7.125553E+03 
4.290000E-01          1.693367E+00              7.111152E+03 
4.300000E-01          1.697475E+00              7.097111E+03 
4.310000E-01          1.701580E+00              7.083591E+03 
4.320000E-01          1.705687E+00              7.069652E+03 
4.330000E-01          1.709795E+00              7.055566E+03 
4.340000E-01          1.713902E+00              7.041615E+03 
4.350000E-01          1.718008E+00              7.028015E+03 
4.360000E-01          1.722117E+00              7.013769E+03 
4.370000E-01          1.726226E+00              6.999661E+03 
4.380000E-01          1.730331E+00              6.986254E+03 
4.390000E-01          1.734440E+00              6.972158E+03 
4.400000E-01          1.738548E+00              6.958151E+03 
4.410000E-01          1.742655E+00              6.944401E+03 
4.420000E-01          1.746762E+00              6.930700E+03 
4.430000E-01          1.750872E+00              6.916563E+03 
4.440000E-01          1.754981E+00              6.902429E+03 
4.450000E-01          1.759086E+00              6.889143E+03 
4.460000E-01          1.763196E+00              6.874998E+03 
4.470000E-01          1.767304E+00              6.861152E+03 
4.480000E-01          1.771411E+00              6.847656E+03 
4.490000E-01          1.775519E+00              6.833903E+03 
4.500000E-01          1.779629E+00              6.819883E+03 
4.510000E-01          1.783738E+00              6.805922E+03 
4.520000E-01          1.787845E+00              6.792516E+03 
4.530000E-01          1.791955E+00              6.778343E+03 
4.540000E-01          1.796065E+00              6.764465E+03 
4.550000E-01          1.800172E+00              6.751121E+03 
4.560000E-01          1.804281E+00              6.737273E+03 
4.570000E-01          1.808390E+00              6.723377E+03 
4.580000E-01          1.812500E+00              6.709615E+03 
4.590000E-01          1.816607E+00              6.696170E+03 
4.600000E-01          1.820718E+00              6.682174E+03 
4.610000E-01          1.824828E+00              6.668255E+03 
4.620000E-01          1.828935E+00              6.655073E+03 
4.630000E-01          1.833045E+00              6.641218E+03 
4.640000E-01          1.837155E+00              6.627488E+03 
4.650000E-01          1.841263E+00              6.614019E+03 
4.660000E-01          1.845372E+00              6.600581E+03 
4.670000E-01          1.849482E+00              6.586712E+03 
4.680000E-01          1.853593E+00              6.572789E+03 
4.690000E-01          1.857700E+00              6.559728E+03 
4.700000E-01          1.861811E+00              6.545902E+03 
4.710000E-01          1.865921E+00              6.532320E+03 
4.720000E-01          1.870029E+00              6.519047E+03 
4.730000E-01          1.874138E+00              6.505616E+03 
4.740000E-01          1.878249E+00              6.491862E+03 
4.750000E-01          1.882360E+00              6.478132E+03 
4.760000E-01          1.886468E+00              6.465061E+03 
4.770000E-01          1.890579E+00              6.451166E+03 
4.780000E-01          1.894689E+00              6.437671E+03 
4.790000E-01          1.898798E+00              6.424572E+03 
4.800000E-01          1.902908E+00              6.411138E+03 
4.810000E-01          1.907019E+00              6.397511E+03 
4.820000E-01          1.911129E+00              6.383952E+03 
4.830000E-01          1.915238E+00              6.370888E+03 
4.840000E-01          1.919350E+00              6.357131E+03 
4.850000E-01          1.923460E+00              6.343641E+03 
4.860000E-01          1.927569E+00              6.330667E+03 
4.870000E-01          1.931679E+00              6.317266E+03 
4.880000E-01          1.935790E+00              6.303785E+03 
4.890000E-01          1.939901E+00              6.290403E+03 
4.900000E-01          1.944010E+00              6.277419E+03 
4.910000E-01          1.948122E+00              6.263807E+03 
4.920000E-01          1.952233E+00              6.250399E+03 
4.930000E-01          1.956342E+00              6.237590E+03 
4.940000E-01          1.960452E+00              6.224318E+03 
4.950000E-01          1.964563E+00              6.210984E+03 
4.960000E-01          1.968674E+00              6.197793E+03 
4.970000E-01          1.972783E+00              6.184926E+03 
4.980000E-01          1.976895E+00              6.171456E+03 
4.990000E-01          1.981006E+00              6.158172E+03 
5.000000E-01          1.985115E+00              6.145453E+03 
